Peak_Chr	Peak_Start	Peak_End	Feature_Chr	Feature_RegulatoryRegion_Begin	Feature_RegulatoryRegion_End	Feature_Name	FeatureOverlapToPeak
chr11	115772406	115773761	chr11	115768330	115773830	1110017F19Rik	1355
chr11	115794587	115795107	chr11	115789972	115795472	Sap30bp	520
chr11	115794587	115795107	chr11	115793602	115799320	Recql5	520
chr11	115873439	115873766	chr11	115873327	115879033	Galk1	327
chr11	115885135	115886116	chr11	115885192	115890818	H3f3b	924
chr11	115891236	115892368	chr11	115886635	115892135	Unk	899
chr11	115938752	115939983	chr11	115938758	115944275	Unc13d	1225
chr11	115948163	115949224	chr11	115947680	115953278	Wbp2	1061
chr11	115991761	115992393	chr11	115991399	115997442	Trim65	632
chr11	116028682	116029080	chr11	116028365	116034492	Fbf1	398
chr11	116029442	116029770	chr11	116028365	116034492	Fbf1	328
chr11	116055993	116056270	chr11	116055168	116060668	2310004N24Rik	277
chr11	116059892	116060590	chr11	116055168	116060668	2310004N24Rik	698
chr11	116059892	116060590	chr11	116059409	116065359	Acox1	698
chr11	116135240	116136314	chr11	116134739	116140531	Srp68	1074
chr11	116198832	116199232	chr11	116196031	116201668	Foxj1	400
chr11	116274229	116274951	chr11	116273510	116279346	Rnf157	722
chr11	116294767	116295712	chr11	116290407	116295907	Fam100b	945
chr11	116294767	116295712	chr11	116290526	116296026	Gm7367	945
chr11	116316687	116316928	chr11	116314878	116320661	Qrich2	241
chr11	116395560	116395834	chr11	116391053	116396553	Sphk1	274
chr11	116441403	116441829	chr11	116441825	116447761	Ube2o	4
chr11	116529630	116529955	chr11	116527973	116533473	1810032O08Rik	325
chr11	116529630	116529955	chr11	116528818	116534318	Snord1c	325
chr11	116532600	116533150	chr11	116527973	116533473	1810032O08Rik	550
chr11	116532600	116533150	chr11	116528818	116534318	Snord1c	550
chr11	116532600	116533150	chr11	116530460	116535960	Snord1b	550
chr11	116532600	116533150	chr11	116530910	116536410	Snord1a	550
chr11	116704494	116705050	chr11	116703878	116709763	Jmjd6	556
chr11	116704494	116705050	chr11	116699828	116705328	1110005A03Rik	556
chr11	116714229	116715495	chr11	116710328	116715828	Mfsd11	1266
chr11	116714229	116715495	chr11	116713381	116719408	Srsf2	1266
chr11	117058048	117058341	chr11	117055974	117061474	9-Sep	293
chr11	117189026	117189343	chr11	117188028	117193528	9-Sep	317
chr11	117189026	117189343	chr11	117188626	117194126	9-Sep	317
chr11	117515678	117516138	chr11	117510602	117516102	Tnrc6c	424
chr11	117640829	117641181	chr11	117638610	117644110	Tmc8	352
chr11	117640829	117641181	chr11	117638971	117644471	Tmc8	352
chr11	117710222	117710866	chr11	117705550	117711050	Birc5	644
chr11	117834512	117834857	chr11	117829688	117835680	Socs3	345
chr11	117990519	117990774	chr11	117989697	117995533	Dnahc17	255
chr11	118109706	118110544	chr11	118109252	118114906	Cyth1	838
chr11	118151450	118152068	chr11	118150770	118156558	Usp36	618
chr11	118279860	118280590	chr11	118279743	118285366	Cant1	730
chr11	118279860	118280590	chr11	118279785	118285366	Cant1	730
chr11	118338026	118338382	chr11	118333273	118338773	Engase	356
chr11	118884089	118884413	chr11	118879342	118884842	Cbx2	324
chr11	119090280	119090562	chr11	119084885	119090385	Ccdc40	105
chr11	119090280	119090562	chr11	119089209	119094813	Tbc1d16	282
chr11	119129123	119129716	chr11	119124280	119129780	Gaa	593
chr11	119129123	119129716	chr11	119124321	119129821	Gaa	593
chr11	119213483	119213853	chr11	119211870	119217370	Slc26a11	370
chr11	119215971	119216567	chr11	119211870	119217370	Slc26a11	596
chr11	119215971	119216567	chr11	119216210	119221824	Sgsh	357
chr11	119464072	119464457	chr11	119459308	119464808	Rptor	385
chr11	119774824	119775234	chr11	119770123	119775623	Chmp6	410
chr11	119804294	119804631	chr11	119799405	119804905	Baiap2	337
chr11	120050195	120050536	chr11	120050253	120056170	2810410L24Rik	283
chr11	120092756	120093152	chr11	120089260	120094760	Bahcc1	396
chr11	120328217	120328508	chr11	120328176	120333914	Arl16	291
chr11	120328217	120328508	chr11	120323948	120329448	Hgs	291
chr11	120415714	120416795	chr11	120410470	120416041	Fam195b	327
chr11	120415714	120416795	chr11	120411677	120417446	Dysfip1	1081
chr11	120434312	120435213	chr11	120433470	120439250	P4hb	901
chr11	120438480	120439060	chr11	120433470	120439250	P4hb	580
chr11	120459734	120460025	chr11	120458918	120464679	Thoc4	291
chr11	120459734	120460025	chr11	120454734	120460234	Anapc11	291
chr11	120459734	120460025	chr11	120454845	120460345	Anapc11	291
chr11	120462025	120462413	chr11	120458918	120464679	Thoc4	388
chr11	120489172	120489679	chr11	120485690	120491316	Sirt7	507
chr11	120534124	120535073	chr11	120529286	120534786	Aspscr1	662
chr11	120534124	120535073	chr11	120532974	120538474	Aspscr1	949
chr11	120574911	120575339	chr11	120570266	120575766	Lrrc45	428
chr11	120574911	120575339	chr11	120574506	120580081	Stra13	428
chr11	120657623	120658056	chr11	120656956	120662709	Dus1l	433
chr11	120857054	120857326	chr11	120851748	120857647	Csnk1d	272
chr11	120900236	120900538	chr11	120900106	120905732	Cd7	302
chr11	120903866	120904037	chr11	120900106	120905732	Cd7	171
chr11	121214843	121215302	chr11	121215040	121220761	Wdr45l	262
chr11	121215570	121216140	chr11	121215040	121220761	Wdr45l	570
chr11	121252040	121252397	chr11	121248811	121254565	Rab40b	357
chr11	121296139	121296467	chr11	121291266	121296766	Fn3k	328
chr11	121534665	121535081	chr11	121533798	121539465	B3gntl1	416
chr11	121563497	121563842	chr11	121558740	121564240	Metrnl	345
chr12	3235120	3236444	chr12	3230790	3236290	1700012B15Rik	1170
chr12	3426136	3427014	chr12	3426000	3431747	1110002L01Rik	878
chr12	3426136	3427014	chr12	3421883	3427383	Asxl2	878
chr12	3571888	3572127	chr12	3567390	3572890	Dtnb	239
chr12	3571888	3572127	chr12	3568040	3573540	Dtnb	239
chr12	4082486	4083097	chr12	4077573	4083073	Dnajc27	587
chr12	4233640	4234540	chr12	4233251	4239294	Cenpo	900
chr12	8506241	8507449	chr12	8504064	8511791	Rhob	1208
chr12	8928292	8928836	chr12	8923112	8928612	Laptm4a	320
chr12	8976724	8977081	chr12	8975806	8981306	Wdr35	357
chr12	9036667	9037397	chr12	9031802	9037302	Ttc32	635
chr12	10396088	10396514	chr12	10392585	10398085	Rdh14	426
chr12	10397478	10398115	chr12	10392585	10398085	Rdh14	607
chr12	12949156	12949567	chr12	12947941	12953642	Mycn	411
chr12	12953199	12953489	chr12	12947941	12953642	Mycn	290
chr12	17007564	17007834	chr12	17006118	17011924	Pqlc3	270
chr12	17547012	17547604	chr12	17546678	17552178	Odc1	592
chr12	21117350	21117613	chr12	21112616	21118116	Asap2	263
chr12	21292025	21292390	chr12	21287157	21292657	Cpsf3	365
chr12	21292025	21292390	chr12	21291466	21297098	Itgb1bp1	365
chr12	21322073	21322443	chr12	21317252	21322752	Iah1	370
chr12	21379316	21380389	chr12	21378696	21384452	Adam17	1073
chr12	21423185	21423946	chr12	21422158	21428297	Ywhaq	761
chr12	25335633	25336213	chr12	25331235	25336735	Klf11	580
chr12	25336579	25337176	chr12	25331235	25336735	Klf11	156
chr12	25659628	25659942	chr12	25654796	25660296	Kidins220	314
chr12	25781500	25781796	chr12	25780027	25785957	Id2	296
chr12	25784644	25785288	chr12	25780027	25785957	Id2	644
chr12	27103059	27103565	chr12	27099465	27105121	Rnf144a	506
chr12	27145028	27145348	chr12	27140435	27146317	Rsad2	320
chr12	27153953	27154379	chr12	27149079	27154579	Cmpk2	426
chr12	29320541	29321009	chr12	29320220	29325818	Rps7	468
chr12	29334050	29335042	chr12	29329466	29334966	Rnaseh1	916
chr12	29359805	29360909	chr12	29355071	29360571	Adi1	766
chr12	31595712	31596678	chr12	31591533	31597033	Sh3yl1	966
chr12	31595712	31596678	chr12	31595854	31601477	Acp1	824
chr12	32183720	32184102	chr12	32183887	32189405	Cbll1	215
chr12	32634934	32636061	chr12	32634560	32640400	Hbp1	1127
chr12	33063114	33064101	chr12	33058653	33064153	2010109K11Rik	987
chr12	33638339	33639003	chr12	33633809	33639309	Sypl	664
chr12	33638339	33639003	chr12	33634050	33639550	Sypl	664
chr12	33639228	33639833	chr12	33633809	33639309	Sypl	81
chr12	33639228	33639833	chr12	33634050	33639550	Sypl	322
chr12	34114240	34114592	chr12	34109488	34114988	Twistnb	352
chr12	35731388	35731860	chr12	35726860	35732360	Snx13	472
chr12	36769038	36769283	chr12	36768337	36774065	Tspan13	245
chr12	36772519	36772869	chr12	36768337	36774065	Tspan13	350
chr12	36882888	36884763	chr12	36882754	36888412	Bzw2	1875
chr12	36882888	36884763	chr12	36878710	36884210	Ankmy2	1322
chr12	40764596	40764991	chr12	40763924	40769574	Arl4a	395
chr12	40764596	40764991	chr12	40763349	40768963	Arl4a	395
chr12	40949649	40950194	chr12	40948798	40954398	Mir1938	545
chr12	40949649	40950194	chr12	40948955	40954776	Ifrd1	545
chr12	41172322	41172767	chr12	41167639	41173139	Dock4	445
chr12	41172322	41172767	chr12	41171752	41177377	Zfp277	445
chr12	45369417	45370813	chr12	45365140	45370640	Pnpla8	1223
chr12	52449160	52449690	chr12	52444216	52449716	G2e3	530
chr12	52929623	52930477	chr12	52929689	52935523	Hectd1	788
chr12	55797370	55798720	chr12	55796197	55801852	Eapp	1350
chr12	56403427	56404396	chr12	56398623	56404123	1110008L16Rik	696
chr12	56403427	56404396	chr12	56403401	56408987	Ppp2r3c	969
chr12	56499360	56500016	chr12	56494811	56500311	Psma6	656
chr12	56936901	56937519	chr12	56932352	56937852	Brms1l	618
chr12	58331029	58331433	chr12	58326398	58331898	Gm5081	404
chr12	58331029	58331433	chr12	58326411	58331911	Mipol1	404
chr12	60161683	60162643	chr12	60161642	60167448	Trappc6b	960
chr12	60167095	60168094	chr12	60162905	60168405	Pnn	999
chr12	60167095	60168094	chr12	60161642	60167448	Trappc6b	353
chr12	60232087	60232544	chr12	60227439	60232939	Ctage5	457
chr12	60320293	60320839	chr12	60319346	60325470	Fbxo33	546
chr12	66066323	66066896	chr12	66061728	66067228	Fam179b	573
chr12	66066323	66066896	chr12	66065895	66071523	Klhl28	573
chr12	66137002	66137545	chr12	66132320	66137820	Prpf39	543
chr12	66176407	66176720	chr12	66171592	66177092	Fancm	313
chr12	66176407	66176720	chr12	66174301	66179925	Fkbp3	313
chr12	66273511	66274048	chr12	66272935	66278567	C79407	537
chr12	70259923	70260371	chr12	70259483	70265173	Rps29	448
chr12	70284391	70285345	chr12	70280144	70285644	Mgat2	954
chr12	70284391	70285345	chr12	70284469	70290054	Rpl36al	876
chr12	70297976	70298467	chr12	70293197	70298697	9330151L19Rik	491
chr12	70297976	70298467	chr12	70296978	70304416	1110034A24Rik	491
chr12	70396392	70396927	chr12	70392667	70398167	Klhdc2	535
chr12	70472486	70473192	chr12	70468136	70473636	Arf6	706
chr12	70683854	70684361	chr12	70683207	70689015	Gm71	507
chr12	70781505	70782020	chr12	70782001	70787839	Sos2	19
chr12	70825661	70826458	chr12	70820948	70826448	Atp5s	787
chr12	70825661	70826458	chr12	70825140	70830861	L2hgdh	797
chr12	70993108	70993674	chr12	70993139	70999150	Map4k5	535
chr12	70993108	70993674	chr12	70989091	70994591	Atl1	566
chr12	71087907	71088598	chr12	71087160	71092989	Sav1	691
chr12	71328467	71328959	chr12	71327827	71333670	Pygl	492
chr12	71333022	71333779	chr12	71327827	71333670	Pygl	648
chr12	72034924	72035629	chr12	72033843	72039343	Actr10	705
chr12	72075430	72075770	chr12	72070609	72076109	Psma3	340
chr12	72115908	72116255	chr12	72111953	72117453	Arid4a	347
chr12	73861365	73862198	chr12	73857197	73862697	Ppm1a	833
chr12	74681790	74682054	chr12	74681027	74686527	Prkch	264
chr12	74685552	74685862	chr12	74681027	74686527	Prkch	310
chr12	76769978	76771432	chr12	76769958	76775524	Wdr89	1454
chr12	76836870	76837554	chr12	76835399	76841716	Sgpp1	684
chr12	77470296	77470822	chr12	77466252	77471752	Zbtb1	526
chr12	77470296	77470822	chr12	77469824	77475451	Zbtb25	526
chr12	77470296	77470822	chr12	77469926	77475547	Zbtb25	526
chr12	77471153	77471696	chr12	77466252	77471752	Zbtb1	543
chr12	77471153	77471696	chr12	77469824	77475451	Zbtb25	543
chr12	77471153	77471696	chr12	77469926	77475547	Zbtb25	543
chr12	77866360	77867005	chr12	77861559	77867059	Churc1	645
chr12	78063108	78063869	chr12	78062476	78068235	Max	761
chr12	79962441	79963440	chr12	79958058	79963558	Eif2s1	999
chr12	79962441	79963440	chr12	79961905	79967625	Atp6v1d	999
chr12	81213949	81214824	chr12	81213305	81219000	Zfp36l1	875
chr12	81537499	81538094	chr12	81536671	81542588	Dcaf5	595
chr12	81563975	81564356	chr12	81559081	81564581	Exd2	381
chr12	82633687	82634292	chr12	82633202	82638894	Synj2bp	605
chr12	82637253	82637644	chr12	82633202	82638894	Synj2bp	391
chr12	82695820	82696196	chr12	82695426	82700945	Med6	376
chr12	84972691	84973359	chr12	84968183	84973683	Rbm25	668
chr12	85029696	85030396	chr12	85024512	85030012	Psen1	316
chr12	85103770	85104138	chr12	85099590	85105090	Papln	368
chr12	85290759	85291692	chr12	85286557	85292057	2410016O06Rik	933
chr12	85374466	85374948	chr12	85374328	85379828	Acot4	482
chr12	85392940	85393488	chr12	85388100	85393600	Acot3	548
chr12	85487840	85488175	chr12	85486580	85494439	Pnma1	335
chr12	85533856	85534315	chr12	85533948	85539965	C130039O16Rik	367
chr12	85625979	85626544	chr12	85621263	85626763	Ptgr2	565
chr12	85702408	85703082	chr12	85697917	85703417	Coq6	674
chr12	85702408	85703082	chr12	85702141	85707771	Fam161b	674
chr12	85748422	85749335	chr12	85745017	85750517	2900006K08Rik	913
chr12	85749892	85750282	chr12	85745017	85750517	2900006K08Rik	390
chr12	85749892	85750282	chr12	85749419	85754979	Entpd5	390
chr12	85791780	85792570	chr12	85787457	85792957	Lin52	790
chr12	85791780	85792570	chr12	85791338	85796900	Aldh6a1	790
chr12	86337037	86337380	chr12	86332270	86337770	Ylpm1	343
chr12	86452368	86452666	chr12	86446724	86452381	Prox2	13
chr12	86621180	86621770	chr12	86620759	86626385	Acyp1	590
chr12	86680190	86680618	chr12	86679452	86685312	Nek9	428
chr12	86715694	86716233	chr12	86714890	86720667	Tmed10	539
chr12	86809231	86810116	chr12	86809850	86815350	Fos	266
chr12	86812953	86813646	chr12	86809850	86815350	Fos	693
chr12	86814692	86815082	chr12	86809850	86815350	Fos	390
chr12	87027496	87027772	chr12	87022669	87028169	Batf	276
chr12	87165163	87166063	chr12	87164920	87170495	0610007P14Rik	900
chr12	87165163	87166063	chr12	87160899	87166399	Ttll5	900
chr12	87582599	87583368	chr12	87577827	87583327	1700020O03Rik	728
chr12	88287916	88288314	chr12	88282992	88288492	2310044G17Rik	398
chr12	88287916	88288314	chr12	88283292	88288792	2310044G17Rik	398
chr12	88334264	88334602	chr12	88328600	88334626	Zdhhc22	338
chr12	88488446	88488703	chr12	88483667	88489167	Gstz1	257
chr12	88488446	88488703	chr12	88487620	88493852	Pomt2	257
chr12	92622510	92623270	chr12	92622173	92627849	4930534B04Rik	760
chr12	92826628	92827550	chr12	92827474	92833089	Gtf2a1	76
chr12	92828180	92830191	chr12	92827474	92833089	Gtf2a1	2011
chr12	92828180	92830191	chr12	92828325	92833927	Gtf2a1	1866
chr12	93087543	93088046	chr12	93086898	93092597	Sel1l	503
chr12	101121361	101121870	chr12	101117724	101123224	Tdp1	509
chr12	101121361	101121870	chr12	101120991	101126652	2610021K21Rik	509
chr12	101345667	101346045	chr12	101345540	101351040	Psmc1	378
chr12	101348151	101348836	chr12	101345540	101351040	Psmc1	685
chr12	101437233	101438520	chr12	101432750	101438250	Calm1	1017
chr12	101967323	101967923	chr12	101962490	101968238	Rps6ka5	600
chr12	102014368	102015023	chr12	102012332	102017832	9030617O03Rik	655
chr12	102016361	102016793	chr12	102012332	102017832	9030617O03Rik	432
chr12	102137484	102137868	chr12	102136952	102142734	Gpr68	384
chr12	102265427	102266575	chr12	102266481	102272193	Ccdc88c	94
chr12	102269035	102269367	chr12	102266481	102272193	Ccdc88c	332
chr12	103520421	103520986	chr12	103516283	103521783	Rin3	565
chr12	103520421	103520986	chr12	103516850	103522350	Rin3	565
chr12	103677956	103678233	chr12	103677340	103682907	Lgmn	277
chr12	103678808	103679046	chr12	103677340	103682907	Lgmn	238
chr12	103707172	103707456	chr12	103703119	103708619	Golga5	284
chr12	103943543	103943838	chr12	103942431	103948079	Itpk1	295
chr12	103981679	103982007	chr12	103976969	103982469	D230037D09Rik	328
chr12	103981679	103982007	chr12	103981208	103986870	Moap1	328
chr12	103981679	103982007	chr12	103981252	103986870	Moap1	328
chr12	103982932	103983680	chr12	103981208	103986870	Moap1	748
chr12	103982932	103983680	chr12	103981252	103986870	Moap1	748
chr12	103995846	103996308	chr12	103991184	103996684	Ubr7	462
chr12	103995846	103996308	chr12	103995250	104001020	LOC100233175	462
chr12	104663893	104664549	chr12	104663235	104668990	Ddx24	656
chr12	104663893	104664549	chr12	104663488	104669077	Ddx24	656
chr12	106235906	106236439	chr12	106236241	106241887	4831426I19Rik	198
chr12	106239068	106240064	chr12	106236241	106241887	4831426I19Rik	996
chr12	106251270	106251726	chr12	106247423	106253019	4831426I19Rik	456
chr12	106269151	106269998	chr12	106268786	106274559	Scarna13	847
chr12	106269151	106269998	chr12	106269669	106275489	Snhg10	329
chr12	106269151	106269998	chr12	106265898	106271398	Glrx5	847
chr12	106270346	106271041	chr12	106268786	106274559	Scarna13	695
chr12	106270346	106271041	chr12	106269669	106275489	Snhg10	695
chr12	106270346	106271041	chr12	106265898	106271398	Glrx5	695
chr12	106922066	106922449	chr12	106922378	106928451	Atg2b	71
chr12	106922066	106922449	chr12	106918561	106924061	4933433P14Rik	383
chr12	107248047	107248881	chr12	107243472	107248972	Vrk1	834
chr12	109417714	109418593	chr12	109412947	109418447	Ccnk	733
chr12	109417714	109418593	chr12	109416862	109422494	Setd3	879
chr12	109839106	109839463	chr12	109838975	109844475	Evl	357
chr12	109872342	109872639	chr12	109868962	109874462	Evl	297
chr12	110030395	110031401	chr12	110026520	110032020	Yy1	1006
chr12	110073933	110074724	chr12	110070182	110075682	Mir345	791
chr12	110073933	110074724	chr12	110073361	110079086	Slc25a29	791
chr12	110132271	110132867	chr12	110127481	110132981	Wdr25	596
chr12	110132271	110132867	chr12	110130869	110136408	Wars	596
chr12	110132271	110132867	chr12	110130869	110136421	Wars	596
chr12	110132271	110132867	chr12	110131778	110137384	Wars	596
chr12	111684488	111685168	chr12	111680388	111685888	Ppp2r5c	680
chr12	111829471	111830422	chr12	111824583	111830083	B930059L03Rik	612
chr12	111839161	111839833	chr12	111834604	111840104	Dync1h1	672
chr12	111934457	111935041	chr12	111933961	111939605	Hsp90aa1	584
chr12	111936511	111937562	chr12	111933961	111939605	Hsp90aa1	1051
chr12	111939550	111940137	chr12	111933961	111939605	Hsp90aa1	55
chr12	112083020	112084056	chr12	112083488	112088988	Zfp839	568
chr12	112083020	112084056	chr12	112078455	112084149	Stk30	1036
chr12	112087955	112088477	chr12	112083488	112088988	Zfp839	522
chr12	112125754	112126062	chr12	112122473	112127973	Tecpr2	308
chr12	112127287	112127575	chr12	112122473	112127973	Tecpr2	288
chr12	112127287	112127575	chr12	112126775	112132324	Cinp	288
chr12	112229769	112230130	chr12	112227607	112233107	6030440G07Rik	361
chr12	112274438	112274930	chr12	112273008	112278508	Rcor1	492
chr12	112276904	112277550	chr12	112273008	112278508	Rcor1	646
chr12	112615767	112616110	chr12	112614807	112620929	Cdc42bpb	343
chr12	112680561	112680987	chr12	112675871	112681371	Tnfaip2	426
chr12	112724527	112724774	chr12	112722319	112729034	Gm266	247
chr12	112775934	112776416	chr12	112771311	112776811	Eif5	482
chr12	112775934	112776416	chr12	112774156	112779656	Snora28	482
chr12	112812409	112812779	chr12	112807720	112813220	Mark3	370
chr12	113051287	113052750	chr12	113051535	113057052	Xrcc3	1215
chr12	113051287	113052750	chr12	113047480	113052980	Zfyve21	1463
chr12	113146054	113146389	chr12	113145572	113151266	Ppp1r13b	335
chr12	113182709	113183581	chr12	113181867	113187693	5033406O09Rik	872
chr12	113184563	113185495	chr12	113181867	113187693	5033406O09Rik	932
